Data Source,World Development Indicators,,,,,
,,,,,,
Last Updated Date,2017-02-01,,,,,
,,,,,,
"Egypt, Arab Rep.",EGY,"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,7,7,4
"Egypt, Arab Rep.",EGY,"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,8,8,5
"Egypt, Arab Rep.",EGY,Start-up procedures to register a business (number),IC.REG.PROC,7,7,4
"Egypt, Arab Rep.",EGY,"Time required to start a business, male (days)",IC.REG.DURS.MA,8,8,6
"Egypt, Arab Rep.",EGY,"Time required to start a business, female (days)",IC.REG.DURS.FE,9,9,7
"Egypt, Arab Rep.",EGY,Time required to start a business (days),IC.REG.DURS,8.5,8.5,6.5
"Egypt, Arab Rep.",EGY,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,9.2,7.6,7.4
"Egypt, Arab Rep.",EGY,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,9.2,7.6,7.4
"Egypt, Arab Rep.",EGY,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,9.2,7.6,7.4
"Egypt, Arab Rep.",EGY,Procedures to register property (number),IC.PRP.PROC,8,8,8
"Egypt, Arab Rep.",EGY,Time required to register property (days),IC.PRP.DURS,60,60,60
"Egypt, Arab Rep.",EGY,Time required to enforce a contract (days),IC.LGL.DURS,1010,1010,1010
"Egypt, Arab Rep.",EGY,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,2,2,2
"Egypt, Arab Rep.",EGY,Time to resolve insolvency (years),IC.ISV.DURS,2.5,2.5,2.5
"Egypt, Arab Rep.",EGY,Time to import (days),IC.IMP.DURS,15,,
"Egypt, Arab Rep.",EGY,Documents to import (number),IC.IMP.DOCS,10,,
"Egypt, Arab Rep.",EGY,Cost to import (US$ per container),IC.IMP.COST.CD,790,,
"Egypt, Arab Rep.",EGY,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,
"Egypt, Arab Rep.",EGY,Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,,,
"Egypt, Arab Rep.",EGY,Value lost due to electrical outages (% of sales),IC.FRM.OUTG.ZS,,,
"Egypt, Arab Rep.",EGY,Internationally-recognized quality certification (% of firms),IC.FRM.ISOC.ZS,,,
"Egypt, Arab Rep.",EGY,Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,,,
"Egypt, Arab Rep.",EGY,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,,
"Egypt, Arab Rep.",EGY,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,
"Egypt, Arab Rep.",EGY,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,,,
"Egypt, Arab Rep.",EGY,Time required to obtain an operating license (days),IC.FRM.DURS,,,
"Egypt, Arab Rep.",EGY,"Losses due to theft, robbery, vandalism, and arson (% sales)",IC.FRM.CRIM.ZS,,,
"Egypt, Arab Rep.",EGY,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,,,
"Egypt, Arab Rep.",EGY,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,,,
"Egypt, Arab Rep.",EGY,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,
"Egypt, Arab Rep.",EGY,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,,,
"Egypt, Arab Rep.",EGY,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,,,
"Egypt, Arab Rep.",EGY,Time to export (days),IC.EXP.DURS,12,,
"Egypt, Arab Rep.",EGY,Documents to export (number),IC.EXP.DOCS,8,,
"Egypt, Arab Rep.",EGY,Cost to export (US$ per container),IC.EXP.COST.CD,625,,
"Egypt, Arab Rep.",EGY,Time required to get electricity (days),IC.ELC.TIME,54,54,54
"Egypt, Arab Rep.",EGY,Power outages in firms in a typical month (number),IC.ELC.OUTG,,,
"Egypt, Arab Rep.",EGY,Delay in obtaining an electrical connection (days),IC.ELC.DURS,,,
"Egypt, Arab Rep.",EGY,Average time to clear exports through customs (days),IC.CUS.DURS.EX,,,
"Egypt, Arab Rep.",EGY,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,5.8,6.6,7.1
"Egypt, Arab Rep.",EGY,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,21.8,20.9,21.6
"Egypt, Arab Rep.",EGY,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,8,8,8
"Egypt, Arab Rep.",EGY,New businesses registered (number),IC.BUS.NREG,,,
"Egypt, Arab Rep.",EGY,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,
"Egypt, Arab Rep.",EGY,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,126,122
"Egypt, Arab Rep.",EGY,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,8,8,8
"Egypt, Arab Rep.",EGY,Distance to frontier score (0=lowest performance to 100=frontier),IC.BUS.DFRN.XQ,55.87,55.18,56.64
"Egypt, Arab Rep.",EGY,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,
"Egypt, Arab Rep.",EGY,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,292427400000,,
"Egypt, Arab Rep.",EGY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,
"Egypt, Arab Rep.",EGY,Expense (current LCU),GC.XPN.TOTL.CN,,,
"Egypt, Arab Rep.",EGY,Other expense (% of expense),GC.XPN.OTHR.ZS,,,
"Egypt, Arab Rep.",EGY,Other expense (current LCU),GC.XPN.OTHR.CN,41067000000,,
"Egypt, Arab Rep.",EGY,Interest payments (% of expense),GC.XPN.INTP.ZS,,,
"Egypt, Arab Rep.",EGY,Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,30.6852322625,,
"Egypt, Arab Rep.",EGY,Interest payments (current LCU),GC.XPN.INTP.CN,159330000000,,
"Egypt, Arab Rep.",EGY,Goods and services expense (% of expense),GC.XPN.GSRV.ZS,,,
"Egypt, Arab Rep.",EGY,Goods and services expense (current LCU),GC.XPN.GSRV.CN,27556000000,,
"Egypt, Arab Rep.",EGY,Compensation of employees (% of expense),GC.XPN.COMP.ZS,,,
"Egypt, Arab Rep.",EGY,Compensation of employees (current LCU),GC.XPN.COMP.CN,180829000000,,
"Egypt, Arab Rep.",EGY,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,46.4583597463,42.4301454126,
"Egypt, Arab Rep.",EGY,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,23.2890378245,24.1127532835,
"Egypt, Arab Rep.",EGY,"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,120926000000,129818000000,
"Egypt, Arab Rep.",EGY,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.3835101575,12.5918594123,
"Egypt, Arab Rep.",EGY,Tax revenue (current LCU),GC.TAX.TOTL.CN,260289000000,305957000000,
"Egypt, Arab Rep.",EGY,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,2.8832524459,2.5470904326,
"Egypt, Arab Rep.",EGY,Other taxes (current LCU),GC.TAX.OTHR.CN,14971000000,13713000000,
"Egypt, Arab Rep.",EGY,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,3.4036283799,4.0616368766,
"Egypt, Arab Rep.",EGY,Taxes on international trade (current LCU),GC.TAX.INTT.CN,17673000000,21867000000,
"Egypt, Arab Rep.",EGY,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,,6.8490016571,
"Egypt, Arab Rep.",EGY,Customs and other import duties (current LCU),GC.TAX.IMPT.CN,,20955000000,
"Egypt, Arab Rep.",EGY,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,5.51141499,6.4356577535,
"Egypt, Arab Rep.",EGY,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,20.5529235036,26.107816241,
"Egypt, Arab Rep.",EGY,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,106719000000,140559000000,
"Egypt, Arab Rep.",EGY,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,,,
"Egypt, Arab Rep.",EGY,Taxes on exports (current LCU),GC.TAX.EXPT.CN,,,
"Egypt, Arab Rep.",EGY,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,20.142442552,21.1104206107,
"Egypt, Arab Rep.",EGY,"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,423374000000,512941000000,
"Egypt, Arab Rep.",EGY,Social contributions (% of revenue),GC.REV.SOCL.ZS,,,
"Egypt, Arab Rep.",EGY,Social contributions (current LCU),GC.REV.SOCL.CN,,,
"Egypt, Arab Rep.",EGY,Grants and other revenue (% of revenue),GC.REV.GOTR.ZS,49.913334874,43.1707031664,
"Egypt, Arab Rep.",EGY,Grants and other revenue (current LCU),GC.REV.GOTR.CN,259170000000,232422000000,
"Egypt, Arab Rep.",EGY,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,,,
"Egypt, Arab Rep.",EGY,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,,,
"Egypt, Arab Rep.",EGY,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,,,
"Egypt, Arab Rep.",EGY,Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,,,
"Egypt, Arab Rep.",EGY,"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,,,
"Egypt, Arab Rep.",EGY,"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,,,
"Egypt, Arab Rep.",EGY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,
"Egypt, Arab Rep.",EGY,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,
"Egypt, Arab Rep.",EGY,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,,,
"Egypt, Arab Rep.",EGY,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,,,
"Egypt, Arab Rep.",EGY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.6786800027,,
"Egypt, Arab Rep.",EGY,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,25.9490125832,26.4691063918,
"Egypt, Arab Rep.",EGY,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,88.2196000977,95.8198176239,
"Egypt, Arab Rep.",EGY,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,32.4535548645,34.8249334878,
"Egypt, Arab Rep.",EGY,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,55.7660452332,60.994884136,
"Egypt, Arab Rep.",EGY,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,0.0563333333,0.289,
"Egypt, Arab Rep.",EGY,Real interest rate (%),FR.INR.RINR,0.1752782602,0.6168491954,
"Egypt, Arab Rep.",EGY,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,4.7916666667,4.7166666667,
"Egypt, Arab Rep.",EGY,Lending interest rate (%),FR.INR.LEND,11.7083333333,11.625,
"Egypt, Arab Rep.",EGY,Deposit interest rate (%),FR.INR.DPST,6.9166666667,6.9083333333,
"Egypt, Arab Rep.",EGY,Wholesale price index (2010 = 100),FP.WPI.TOTL,126.7767516563,,
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.1458005507,10.3574896481,
"Egypt, Arab Rep.",EGY,Consumer price index (2010 = 100),FP.CPI.TOTL,142.0821439899,156.7982873454,
"Egypt, Arab Rep.",EGY,Broad money growth (annual %),FM.LBL.BMNY.ZG,15.7663852079,18.6049644446,
"Egypt, Arab Rep.",EGY,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,15.4417921183,16.3603845971,
"Egypt, Arab Rep.",EGY,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,76.4512303341,78.4384257879,
"Egypt, Arab Rep.",EGY,Broad money (current LCU),FM.LBL.BMNY.CN,1606928410391.47,1905896869795.2,
"Egypt, Arab Rep.",EGY,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,4.1481823448,6.0814191217,
"Egypt, Arab Rep.",EGY,Net foreign assets (current LCU),FM.AST.NFRG.CN,84396954452.559,-17215117747.796,
"Egypt, Arab Rep.",EGY,Net domestic credit (current LCU),FM.AST.DOMS.CN,1854287774452.77,2328229928625.19,
"Egypt, Arab Rep.",EGY,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,6.0116791047,10.2079820813,
"Egypt, Arab Rep.",EGY,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,18.6955742015,19.2856874007,
"Egypt, Arab Rep.",EGY,Total reserves minus gold (current US$),FI.RES.XGLD.CD,11995216166.4156,13282026842.5469,
"Egypt, Arab Rep.",EGY,Total reserves in months of imports,FI.RES.TOTL.MO,2.2133450884,2.6119172575,
"Egypt, Arab Rep.",EGY,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,35.816123944,34.0431459168,
"Egypt, Arab Rep.",EGY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,14927002166.4156,15858886842.5469,
"Egypt, Arab Rep.",EGY,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,29.2880714169,37.9385198264,
"Egypt, Arab Rep.",EGY,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,25.9490125832,26.4691063918,
"Egypt, Arab Rep.",EGY,"Point-of-sale terminals (per 100,000 adults)",FB.POS.TOTL.P5,,,
"Egypt, Arab Rep.",EGY,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3,358.2643565068,369.4871898545,
"Egypt, Arab Rep.",EGY,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,100.7705078368,102.148189188,
"Egypt, Arab Rep.",EGY,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,4.592384484,4.6481782746,
"Egypt, Arab Rep.",EGY,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,6.5,,
"Egypt, Arab Rep.",EGY,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,12.1430841088,13.7843091922,
"Egypt, Arab Rep.",EGY,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,8.5,7.2,
"Egypt, Arab Rep.",EGY,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,9.58,,
"Egypt, Arab Rep.",EGY,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,13.2,,
"Egypt, Arab Rep.",EGY,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,11.23,,
"Egypt, Arab Rep.",EGY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,20.0938449539,,
"Egypt, Arab Rep.",EGY,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,1.8,,
"Egypt, Arab Rep.",EGY,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,4333.3333333333,,
"Egypt, Arab Rep.",EGY,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,78,,
"Egypt, Arab Rep.",EGY,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,2.564,,
"Egypt, Arab Rep.",EGY,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,11.54,,
"Egypt, Arab Rep.",EGY,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,85.9,,
"Egypt, Arab Rep.",EGY,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.0478896192,,
"Egypt, Arab Rep.",EGY,Total fisheries production (metric tons),ER.FSH.PROD.MT,1481883,,
"Egypt, Arab Rep.",EGY,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,344792,,
"Egypt, Arab Rep.",EGY,Aquaculture production (metric tons),ER.FSH.AQUA.MT,1137091,,
"Egypt, Arab Rep.",EGY,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,0.88,,
"Egypt, Arab Rep.",EGY,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,0.25,,
"Egypt, Arab Rep.",EGY,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,25.802106661,25.7348257887,
"Egypt, Arab Rep.",EGY,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,23113442,23549446,
"Egypt, Arab Rep.",EGY,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,47.741389637,47.5571627816,
"Egypt, Arab Rep.",EGY,Population in largest city,EN.URB.LCTY,18419138,18771769,
"Egypt, Arab Rep.",EGY,"Population living in slums, (% of urban population)",EN.POP.SLUM.UR.ZS,10.6,,
"Egypt, Arab Rep.",EGY,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,
"Egypt, Arab Rep.",EGY,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,,,
"Egypt, Arab Rep.",EGY,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,,,
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,89.9891204983,91.9263488874,
"Egypt, Arab Rep.",EGY,"Mammal species, threatened",EN.MAM.THRD.NO,,,19
"Egypt, Arab Rep.",EGY,"Plant species (higher), threatened",EN.HPT.THRD.NO,,,3
"Egypt, Arab Rep.",EGY,"Fish species, threatened",EN.FSH.THRD.NO,,,51
"Egypt, Arab Rep.",EGY,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,,,
"Egypt, Arab Rep.",EGY,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,,,
"Egypt, Arab Rep.",EGY,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,,,
"Egypt, Arab Rep.",EGY,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,
"Egypt, Arab Rep.",EGY,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,
"Egypt, Arab Rep.",EGY,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,
"Egypt, Arab Rep.",EGY,"Bird species, threatened",EN.BIR.THRD.NO,,,14
"Egypt, Arab Rep.",EGY,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,,,
"Egypt, Arab Rep.",EGY,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,
"Egypt, Arab Rep.",EGY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,94.5,99.5,
"Egypt, Arab Rep.",EGY,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,,,
"Egypt, Arab Rep.",EGY,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,,,
"Egypt, Arab Rep.",EGY,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,
"Egypt, Arab Rep.",EGY,Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,,,
"Egypt, Arab Rep.",EGY,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,,,
"Egypt, Arab Rep.",EGY,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,
"Egypt, Arab Rep.",EGY,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,,,
"Egypt, Arab Rep.",EGY,Methane emissions (% change from 1990),EN.ATM.METH.ZG,,,
"Egypt, Arab Rep.",EGY,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,
"Egypt, Arab Rep.",EGY,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,,,
"Egypt, Arab Rep.",EGY,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,,,
"Egypt, Arab Rep.",EGY,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,,,
"Egypt, Arab Rep.",EGY,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,,,
"Egypt, Arab Rep.",EGY,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,,,
"Egypt, Arab Rep.",EGY,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,,,
"Egypt, Arab Rep.",EGY,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,
"Egypt, Arab Rep.",EGY,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,,,
"Egypt, Arab Rep.",EGY,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,,,
"Egypt, Arab Rep.",EGY,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,
"Egypt, Arab Rep.",EGY,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,,,
"Egypt, Arab Rep.",EGY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,
"Egypt, Arab Rep.",EGY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,
"Egypt, Arab Rep.",EGY,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,,,
"Egypt, Arab Rep.",EGY,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,83.1265096998,,
"Egypt, Arab Rep.",EGY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,
"Egypt, Arab Rep.",EGY,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,
"Egypt, Arab Rep.",EGY,Access to non-solid fuel (% of population),EG.NSF.ACCS.ZS,,,
"Egypt, Arab Rep.",EGY,"Access to non-solid fuel, urban (% of urban population)",EG.NSF.ACCS.UR.ZS,,,
"Egypt, Arab Rep.",EGY,"Access to non-solid fuel, rural (% of rural population)",EG.NSF.ACCS.RU.ZS,,,
"Egypt, Arab Rep.",EGY,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,,,
"Egypt, Arab Rep.",EGY,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,12.0298567041,,
"Egypt, Arab Rep.",EGY,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,12.6722012037,,
"Egypt, Arab Rep.",EGY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,,,
"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,,,
"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,,,
"Egypt, Arab Rep.",EGY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,
"Egypt, Arab Rep.",EGY,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,
"Egypt, Arab Rep.",EGY,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,,
"Egypt, Arab Rep.",EGY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,
"Egypt, Arab Rep.",EGY,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,
"Egypt, Arab Rep.",EGY,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,
"Egypt, Arab Rep.",EGY,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,
"Egypt, Arab Rep.",EGY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,
"Egypt, Arab Rep.",EGY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,
"Egypt, Arab Rep.",EGY,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,,,
"Egypt, Arab Rep.",EGY,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,5049.2988624633,5241.3081467858,
"Egypt, Arab Rep.",EGY,"Undisbursed external debt, private creditors (UND, current US$)",DT.UND.PRVT.CD,620143000,314675000,
"Egypt, Arab Rep.",EGY,"Undisbursed external debt, official creditors (UND, current US$)",DT.UND.OFFT.CD,12714132000,14477443000,
"Egypt, Arab Rep.",EGY,"Undisbursed external debt, total (UND, current US$)",DT.UND.DPPG.CD,13334275000,14792118000,
"Egypt, Arab Rep.",EGY,Total amount of debt rescheduled (current US$),DT.TXR.DPPG.CD,0,,
"Egypt, Arab Rep.",EGY,"PPG, private creditors (TDS, current US$)",DT.TDS.PRVT.CD,2769362000,1504895000,
"Egypt, Arab Rep.",EGY,"PPG, other private creditors (TDS, current US$)",DT.TDS.PROP.CD,12267000,9047000,
"Egypt, Arab Rep.",EGY,"PNG, commercial banks and other creditors (TDS, current US$)",DT.TDS.PNGC.CD,16311000,28546000,
"Egypt, Arab Rep.",EGY,"PNG, bonds (TDS, current US$)",DT.TDS.PNGB.CD,,,
"Egypt, Arab Rep.",EGY,"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,69048000,69850000,
"Egypt, Arab Rep.",EGY,"PPG, bonds (TDS, current US$)",DT.TDS.PBND.CD,2688047000,1425998000,
